Time,x,y,z,q1,q2,q3,q4,qdot1,qdot2,qdot3,qdot4
13.5,0.15,0,0.1597712,1.75892730409491e-16,-0.0968531714379586,1.38754172018986,4.59307259842989,-3.78855083901244e-17,0.158242949075647,-0.122033402621145,-0.0187296879252766
13.6,0.15,0,0.1637504,1.74668277865239e-16,-0.0814635098483978,1.37536191805441,4.59151226118886,1.9517122293311e-17,0.149390430814968,-0.121207304151258,-0.0124468131077024
13.7,0.15,0,0.1676,1.73972291346377e-16,-0.066970498750637,1.36330713064838,4.59055564667597,1.28460398446536e-17,0.140303980400365,-0.119511398894565,-0.00667407073589351
13.8,0.15,0,0.1713056,1.73010274530997e-16,-0.0533941428886498,1.35146437519733,4.59014829206936,8.97982225687641e-18,0.131050305343783,-0.11694698430603,-0.00148164890556058
13.9,0.15,0,0.1748528,1.72213595746845e-16,-0.0407480941252059,1.33992020108173,4.59022927787115,-1.4898964630387e-18,0.121689586909087,-0.113521922607241,0.00307191711876723
14,0.15,0,0.1782272,1.71371468486009e-16,-0.0291395996258272,1.32885761973259,4.59072558240654,2.12847109551143e-17,0.11230117069874,-0.109235904802258,0.00690552894398829
14.1,0.15,0,0.1814144,1.70678691299023e-16,-0.0183681878000276,1.31816406108836,4.59157750337931,2.11531582960283e-17,0.102872887378498,-0.104135307536379,0.0100578317212818
14.2,0.15,0,0.1844,1.70216023014891e-16,-0.00853479718360135,1.30801697414344,4.59270923096958,-5.61694306789196e-17,0.093466714693232,-0.0982254957114563,0.0124705504327103
14.3,0.15,0,0.1871696,1.69668650166319e-16,0.000361356024565558,1.29849897745845,4.59404600382702,-3.14143737878327e-17,0.0841070045586356,-0.0915288351924868,0.0141336811465249
14.4,0.15,0,0.1897088,1.69181446399415e-16,0.00832554971941081,1.289687656911,4.5955129594708,-1.26155023927321e-17,0.0748063015592413,-0.084069454787513,0.0150505476374555
14.5,0.15,0,0.1920032,1.68741536282558e-16,0.0152775064402611,1.28175863293637,4.59701559081531,-5.48836373077304e-18,0.0655836166804491,-0.0758655236352305,0.0152150023255516
14.6,0.15,0,0.1940384,1.68410244754891e-16,0.02140313784304,1.27457656179739,4.59852281605219,1.16926273351081e-17,0.0563883153137921,-0.0669573785100499,0.0147025698962697
14.7,0.15,0,0.1958,1.68175082127266e-16,0.0266158204835746,1.26831347858697,4.59994786655614,-1.13744676519386e-17,0.0472176802929128,-0.0573622898813369,0.0135278754448422
14.8,0.15,0,0.1972736,1.68039293305148e-16,0.0308362607968973,1.26313629556128,4.60120200810742,-2.61764877352091e-18,0.0380464926839088,-0.047102207672127,0.0117302072115827
14.9,0.15,0,0.1984448,1.67763790638683e-16,0.0342260058476647,1.25890577379551,4.60227765012141,-1.41631982021345e-18,0.0288007048708681,-0.0362113433935816,0.00940337443423849
15,0.15,0,0.1992992,1.6759622714009e-16,0.0366284340281725,1.25586759940814,4.60307783981636,1.82810992906124e-18,0.019435887448568,-0.0247101781674435,0.00660366916953019
15.1,0.15,0,0.1998224,1.67526386453822e-16,0.0381115701261057,1.25397491701025,4.60358806925007,2.34509372370234e-18,0.00986540919182561,-0.0126298767032418,0.00343437642936228
15.2,0.15,0,0.2,1.67519620930772e-16,0.0385669239470611,1.25339111983244,4.60374730460808,0,0,-0,0
15.3,0.15,0,0.2,1.67519620930772e-16,0.0385669239470611,1.25339111983244,4.60374730460808,0,0,0,0
15.4,0.1498224,0.0001776,0.2,0.000778358030415442,0.0391859835859155,1.25354839560219,4.60324012077698,0.0235566214327641,0.0139973880656133,0.0108055408394773,-0.0169861855005044
15.5,0.1492992,0.0007008,0.2,0.00423097379824229,0.0412994441177214,1.25503110606258,4.60078832165044,0.0464699717046531,0.0273309686694675,0.0210756980680328,-0.0331575915240807
15.6,0.1484448,0.0015552,0.2,0.0101132246077879,0.0447382000481339,1.25766223470548,4.59663141093146,0.0690489308533823,0.0399049227737562,0.0307261520234135,-0.0483974298105447
15.7,0.1472736,0.0027264,0.2,0.0180209627101534,0.049256259933189,1.26113670076152,4.59115394688459,0.0915027617723056,0.0516555469676015,0.0396969210578624,-0.0626242445486562
15.8,0.1458,0.0042,0.2,0.0283575568350493,0.0550038390375632,1.26554819552041,4.58418812957287,0.11412227567067,0.0624922447957055,0.0479052466302536,-0.0757232370476033
15.9,0.1440384,0.0059616,0.2,0.0409917104472998,0.0617959960027274,1.27074724439667,4.57596103610261,0.137097695335695,0.0723511312881474,0.0552972807580833,-0.0876145424787188
16,0.1420032,0.0079968,0.2,0.0558153497647739,0.0694537746979753,1.27659014840847,4.56669180088089,0.16057552965721,0.0811773382638543,0.0618306841180213,-0.0982305065547583
